Type of access,API,file path,Team owner
AsCurrentUser,search,search,x-pack/platform/plugins/shared/logs_data_access/server/services/get_logs_rate_timeseries/get_logs_rate_timeseries.ts,elastic/obs-ux-logs-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/logs_data_access/server/services/get_logs_error_rate_timeseries/get_logs_error_rate_timeseries.ts,elastic/obs-ux-logs-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/logs_data_access/server/services/get_logs_rates_service/index.ts,elastic/obs-ux-logs-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/logs_shared/server/lib/adapters/framework/kibana_framework_adapter.ts,elastic/obs-ux-logs-team
AsCurrentUser,asyncSearch,asyncSearch,x-pack/platform/plugins/shared/logs_shared/server/services/log_entries/log_entry_search_strategy.test.ts,elastic/obs-ux-logs-team
AsCurrentUser,msearch,msearch,x-pack/platform/plugins/shared/logs_shared/server/lib/adapters/framework/kibana_framework_adapter.ts,elastic/obs-ux-logs-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/metrics_data_access/server/lib/adapters/framework/kibana_framework_adapter.ts,elastic/obs-ux-infra_services-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/metrics_data_access/server/routes/metric_indices/index.ts,elastic/obs-ux-infra_services-team
AsCurrentUser,msearch,msearch,x-pack/solutions/observability/plugins/metrics_data_access/server/lib/adapters/framework/kibana_framework_adapter.ts,elastic/obs-ux-infra_services-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/ml/server/models/results_service/anomaly_charts.ts,elastic/ml-ui
AsCurrentUser,search,search,x-pack/platform/plugins/shared/ml/server/models/results_service/results_service.ts,elastic/ml-ui
AsCurrentUser,search,search,x-pack/platform/plugins/shared/ml/server/models/job_service/new_job/line_chart.ts,elastic/ml-ui
AsCurrentUser,search,search,x-pack/platform/plugins/shared/ml/server/models/job_service/new_job/population_chart.ts,elastic/ml-ui
AsCurrentUser,search,search,x-pack/platform/plugins/shared/ml/server/models/fields_service/fields_service.ts,elastic/ml-ui
AsCurrentUser,search,search,x-pack/platform/plugins/shared/ml/server/models/data_recognizer/data_recognizer.ts,elastic/ml-ui
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/shared/ml/server/models/job_service/new_job_caps/field_service.ts,elastic/ml-ui
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/shared/ml/server/models/fields_service/fields_service.ts,elastic/ml-ui
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/shared/ml/server/models/job_validation/validate_cardinality.ts,elastic/ml-ui
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/shared/ml/server/models/job_validation/validate_time_range.ts,elastic/ml-ui
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/shared/ml/server/models/job_validation/job_validation.test.ts,elastic/ml-ui
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/shared/ml/server/models/job_service/new_job_caps/new_job_caps.test.ts,elastic/ml-ui
AsInternal,search,search,x-pack/platform/plugins/shared/ml/server/lib/ml_client/search.ts,elastic/ml-ui
AsInternal,search,search,x-pack/platform/plugins/shared/ml/server/models/notifications_service/notifications_service_provider.ts,elastic/ml-ui
AsInternal,search,search,x-pack/platform/plugins/shared/ml/server/models/annotation_service/annotation.ts,elastic/ml-ui
AsInternal,search,search,x-pack/platform/plugins/shared/ml/server/models/job_audit_messages/job_audit_messages.ts,elastic/ml-ui
AsInternal,search,search,x-pack/platform/plugins/shared/ml/server/models/data_frame_analytics/analytics_audit_messages.ts,elastic/ml-ui
AsCurrentUser,search,search,x-pack/platform/plugins/private/monitoring/server/kibana_monitoring/collectors/lib/fetch_es_usage.ts,elastic/stack-monitoring
AsCurrentUser,search,search,x-pack/platform/plugins/private/monitoring/server/kibana_monitoring/collectors/lib/fetch_stack_product_usage.ts,elastic/stack-monitoring
AsCurrentUser,search,search,x-pack/platform/plugins/private/monitoring/server/kibana_monitoring/collectors/lib/fetch_license_type.ts,elastic/stack-monitoring
AsCurrentUser,search,search,x-pack/platform/plugins/private/monitoring/server/static_globals.ts,elastic/stack-monitoring
AsCurrentUser,search,search,x-pack/platform/plugins/private/monitoring/server/lib/alerts/fetch_clusters.ts,elastic/stack-monitoring
AsCurrentUser,search,search,x-pack/platform/plugins/private/monitoring/server/lib/alerts/fetch_index_shard_size.ts,elastic/stack-monitoring
AsCurrentUser,search,search,x-pack/platform/plugins/private/monitoring/server/lib/alerts/fetch_ccr_read_exceptions.ts,elastic/stack-monitoring
AsCurrentUser,search,search,x-pack/platform/plugins/private/monitoring/server/lib/alerts/fetch_cpu_usage_node_stats.ts,elastic/stack-monitoring
AsCurrentUser,search,search,x-pack/platform/plugins/private/monitoring/server/lib/alerts/fetch_missing_monitoring_data.ts,elastic/stack-monitoring
AsCurrentUser,search,search,x-pack/platform/plugins/private/monitoring/server/lib/alerts/fetch_disk_usage_node_stats.ts,elastic/stack-monitoring
AsCurrentUser,msearch,msearch,x-pack/platform/plugins/private/monitoring/server/static_globals.ts,elastic/stack-monitoring
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/observability/server/lib/annotations/create_annotations_client.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/observability/server/lib/rules/custom_threshold/lib/get_data.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/observability/server/utils/queries.ts,elastic/obs-ux-management-team
AsCurrentUser,msearch,msearch,x-pack/solutions/observability/plugins/observability/server/lib/rules/custom_threshold/lib/check_missing_group.ts,elastic/obs-ux-management-team
AsCurrentUser,fieldCaps,fieldCaps,x-pack/solutions/observability/plugins/observability/server/lib/rules/custom_threshold/utils.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/observability_ai_assistant/server/functions/get_dataset_info/get_relevant_field_names.ts,elastic/obs-ai-assistant
AsCurrentUser,search,search,x-pack/platform/plugins/shared/observability_ai_assistant/server/service/knowledge_base_service/recall_from_search_connectors.ts,elastic/obs-ai-assistant
AsCurrentUser,search,search,x-pack/platform/plugins/shared/observability_ai_assistant/server/service/knowledge_base_service/index.ts,elastic/obs-ai-assistant
AsCurrentUser,search,search,x-pack/platform/plugins/shared/observability_ai_assistant/server/service/client/index.ts,elastic/obs-ai-assistant
AsCurrentUser,count,count,x-pack/platform/plugins/shared/observability_ai_assistant/server/service/startup_migrations/populate_missing_semantic_text_fields.ts,elastic/obs-ai-assistant
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/shared/observability_ai_assistant/server/service/knowledge_base_service/recall_from_search_connectors.ts,elastic/obs-ai-assistant
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/shared/observability_ai_assistant/server/service/client/index.test.ts,elastic/obs-ai-assistant
AsCurrentUser,Indices.resolveIndex,resolveIndex,x-pack/platform/plugins/shared/observability_ai_assistant/server/functions/get_dataset_info/index.ts,elastic/obs-ai-assistant
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/observability_ai_assistant_app/server/clients/elasticsearch/index.ts,elastic/obs-ai-assistant
AsCurrentUser,Esql.query,query,x-pack/solutions/observability/plugins/observability_ai_assistant_app/server/functions/query/validate_esql_query.ts,elastic/obs-ai-assistant
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/observability_onboarding/server/routes/flow/get_has_logs.ts,elastic/obs-ux-logs-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/observability_onboarding/server/routes/kubernetes/route.ts,elastic/obs-ux-logs-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/observability_onboarding/server/routes/firehose/route.ts,elastic/obs-ux-logs-team
AsCurrentUser,scriptsPainlessExecute,scriptsPainlessExecute,x-pack/platform/plugins/private/painless_lab/server/routes/api/execute.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/shared/ai_infra/product_doc_base/server/services/search/perform_search.ts,elastic/appex-ai-infra
AsCurrentUser,search,search,x-pack/platform/plugins/shared/ai_infra/product_doc_base/server/services/search/perform_search.test.ts,elastic/appex-ai-infra
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/profiling/server/utils/create_profiling_es_client.ts,elastic/obs-ux-infra_services-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/profiling/server/routes/topn.test.ts,elastic/obs-ux-infra_services-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/profiling_data_access/server/utils/create_profiling_es_client.ts,elastic/obs-ux-infra_services-team
AsCurrentUser,search,search,x-pack/platform/plugins/private/reporting/server/lib/content_stream.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/private/reporting/server/routes/common/jobs/jobs_query.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/private/reporting/server/routes/common/jobs/jobs_query.test.ts,elastic/response-ops
AsCurrentUser,count,count,x-pack/platform/plugins/private/reporting/server/routes/common/jobs/jobs_query.ts,elastic/response-ops
AsCurrentUser,count,count,x-pack/platform/plugins/private/reporting/server/routes/common/jobs/jobs_query.test.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/private/rollup/server/collectors/helpers.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/private/rollup/server/collectors/helpers.test.ts,elastic/kibana-management
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/private/rollup/server/routes/api/indices/register_validate_index_pattern_route.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/shared/rule_registry/server/rule_data_client/rule_data_client.ts,elastic/response-ops,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/rule_registry/server/alert_data_client/alerts_client.ts,elastic/response-ops,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/rule_registry/server/alert_data_client/alerts_client.test.ts,elastic/response-ops,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/rule_registry/server/rule_data_client/rule_data_client.test.ts,elastic/response-ops,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/rule_registry/server/alert_data_client/tests/bulk_update.test.ts,elastic/response-ops,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/saved_objects_tagging/server/usage/fetch_tag_usage_data.ts,elastic/appex-sharedux
AsCurrentUser,search,search,x-pack/solutions/search/plugins/search_playground/server/lib/fetch_query_source_fields.ts,elastic/search-kibana
AsCurrentUser,fieldCaps,fieldCaps,x-pack/solutions/search/plugins/search_playground/server/lib/fetch_query_source_fields.ts,elastic/search-kibana
AsCurrentUser,search,search,x-pack/platform/plugins/shared/searchprofiler/server/routes/profile.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/shared/security/server/session_management/session_index.ts,elastic/kibana-security
AsCurrentUser,search,search,x-pack/platform/plugins/shared/security/server/session_management/session_index.test.ts,elastic/kibana-security
AsCurrentUser,msearch,msearch,x-pack/platform/plugins/shared/security/server/session_management/session_index.ts,elastic/kibana-security
AsCurrentUser,msearch,msearch,x-pack/platform/plugins/shared/security/server/session_management/session_index.test.ts,elastic/kibana-security
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/utils/enrichments/search_enrichments.ts,elastic/security-detection-engine
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_actions_legacy/logic/notifications/get_signals.ts,elastic/security-detection-engine
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution/server/endpoint/services/actions/utils/fetch_action_request_by_id.ts,elastic/security-defend-workflows
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution/server/endpoint/services/actions/utils/fetch_action_responses.ts,elastic/security-defend-workflows
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution/server/endpoint/services/actions/utils/get_action_agent_type.ts,elastic/security-defend-workflows
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution/server/endpoint/services/actions/utils/fetch_space_ids_with_maybe_pending_actions.ts,elastic/security-defend-workflows
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution/server/endpoint/services/actions/utils/fetch_action_requests.ts,elastic/security-defend-workflows
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution/server/endpoint/utils/create_es_search_iterable.ts,elastic/security-defend-workflows
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution/server/endpoint/services/actions/clients/sentinelone/sentinel_one_actions_client.ts,elastic/security-defend-workflows
AsCurrentUser,count,count,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/indicator_match/threat_mapping/get_threat_list.ts,elastic/security-detection-engine
AsCurrentUser,count,count,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/indicator_match/threat_mapping/get_event_count.ts,elastic/security-detection-engine
AsCurrentUser,count,count,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/indicator_match/threat_mapping/get_event_count.test.ts,elastic/security-detection-engine
AsCurrentUser,fieldCaps,fieldCaps,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/utils/utils.ts,elastic/security-detection-engine
AsCurrentUser,fieldCaps,fieldCaps,x-pack/solutions/security/plugins/security_solution/server/lib/entity_analytics/privilege_monitoring/privilege_monitoring_data_client.ts,elastic/security-entity-analytics
AsCurrentUser,fieldCaps,fieldCaps,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/indicator_match/threat_mapping/get_allowed_fields_for_terms_query.ts,elastic/security-detection-engine
AsCurrentUser,fieldCaps,fieldCaps,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/create_security_rule_type_wrapper.ts,elastic/security-detection-engine
AsCurrentUser,fieldCaps,fieldCaps,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/query/create_query_alert_type.test.ts,elastic/security-detection-engine
AsCurrentUser,fieldCaps,fieldCaps,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/indicator_match/threat_mapping/get_allowed_fields_for_terms_query.test.ts,elastic/security-detection-engine
AsCurrentUser,Indices.resolveIndex,resolveIndex,x-pack/solutions/security/plugins/security_solution/server/assistant/tools/esql/graphs/select_index_pattern/nodes/fetch_index_patterns/fetch_index_patterns.ts,elastic/security-solution
AsCurrentUser,Indices.resolveIndex,resolveIndex,x-pack/solutions/security/plugins/security_solution/server/assistant/tools/esql/tools/index_names_tool/index_names_tool.ts,elastic/security-solution
AsCurrentUser,Esql.query,query,x-pack/solutions/security/plugins/security_solution/server/assistant/tools/esql/graphs/generate_esql/nodes/validate_esql_in_last_message_node/utils.ts,elastic/security-solution
AsCurrentUser,Eql.search,search,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/eql/eql.ts,elastic/security-detection-engine
AsCurrentUser,Eql.search,search,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_types/eql/eql.test.ts,elastic/security-detection-engine
AsInternal,search,search,x-pack/solutions/security/plugins/security_solution/server/lib/detection_engine/rule_preview/api/preview_rules/wrap_scoped_cluster_client.test.ts,elastic/security-detection-engine
AsInternal,search,search,x-pack/solutions/security/plugins/security_solution/server/endpoint/routes/actions/response_actions.test.ts,elastic/security-defend-workflows
AsInternal,count,count,x-pack/solutions/security/plugins/security_solution/server/lib/entity_analytics/entity_store/tasks/field_retention_enrichment/field_retention_enrichment_task.ts,elastic/security-entity-analytics
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution_serverless/server/cloud_security/cloud_security_metering_task.ts,elastic/security-solution
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution_serverless/server/endpoint/services/metering_service.ts,elastic/security-defend-workflows
AsCurrentUser,search,search,x-pack/solutions/security/plugins/security_solution_serverless/server/cloud_security/cloud_security_metering_task.test.ts,elastic/security-solution
AsCurrentUser,count,count,x-pack/solutions/search/plugins/serverless_search/server/lib/indices/fetch_index.ts,elastic/search-kibana
AsCurrentUser,search,search,x-pack/solutions/security/plugins/session_view/server/routes/io_events_route.ts,elastic/kibana-cloud-security-posture
AsCurrentUser,search,search,x-pack/solutions/security/plugins/session_view/server/routes/process_events_route.ts,elastic/kibana-cloud-security-posture
AsCurrentUser,search,search,x-pack/solutions/security/plugins/session_view/server/routes/get_total_io_bytes_route.ts,elastic/kibana-cloud-security-posture
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/slo/server/utils/queries.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/slo/server/services/slo_definition_client.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/slo/server/services/burn_rates_client.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/slo/server/services/summary_client.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/slo/server/services/get_slo_groupings.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/slo/server/services/get_slo_health.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/slo/server/lib/rules/slo_burn_rate/lib/evaluate.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/slo/server/lib/rules/slo_burn_rate/lib/summary_repository.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/slo/server/services/get_preview_data.ts,elastic/obs-ux-management-team
AsCurrentUser,msearch,msearch,x-pack/solutions/observability/plugins/slo/server/services/historical_summary_client.ts,elastic/obs-ux-management-team
AsCurrentUser,msearch,msearch,x-pack/solutions/observability/plugins/slo/server/services/historical_summary_client.test.ts,elastic/obs-ux-management-team
AsCurrentUser,count,count,x-pack/solutions/observability/plugins/slo/server/lib/collectors/fetcher.ts,elastic/obs-ux-management-team
AsCurrentUser,count,count,x-pack/solutions/observability/plugins/slo/server/services/management/clean_up_temp_summary.ts,elastic/obs-ux-management-team
AsCurrentUser,count,count,x-pack/solutions/observability/plugins/slo/server/services/management/clean_up_temp_summary.test.ts,elastic/obs-ux-management-team
AsCurrentUser,count,count,x-pack/solutions/observability/plugins/slo/server/services/summary_search_client/summary_search_client.test.ts,elastic/obs-ux-management-team
AsCurrentUser,Indices.resolveIndex,resolveIndex,x-pack/platform/plugins/private/snapshot_restore/server/routes/api/policy.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/shared/spaces/server/usage_collection/spaces_usage_collector.ts,elastic/kibana-security
AsCurrentUser,search,search,x-pack/platform/plugins/shared/spaces/server/usage_collection/spaces_usage_collector.test.ts,elastic/kibana-security
AsCurrentUser,search,search,x-pack/platform/plugins/shared/stack_alerts/server/rule_types/geo_containment/lib/es_query_builder.ts,elastic/kibana-presentation
AsCurrentUser,search,search,x-pack/platform/plugins/shared/stack_alerts/server/rule_types/geo_containment/lib/get_shape_filters.ts,elastic/kibana-presentation
AsCurrentUser,search,search,x-pack/platform/plugins/shared/stack_alerts/server/rule_types/es_query/lib/fetch_es_query.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/shared/stack_alerts/server/rule_types/es_query/rule_type.test.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/shared/streams/server/routes/internal/streams/schema/route.ts,elastic/streams-program-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/streams/server/routes/internal/streams/crud/route.ts,elastic/streams-program-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/streams/server/routes/internal/streams/management/route.ts,elastic/streams-program-team
AsCurrentUser,msearch,msearch,x-pack/platform/plugins/shared/streams/server/routes/streams/significant_events/read_significant_events.ts,elastic/streams-program-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/synthetics/server/lib.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/synthetics/server/lib.test.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/synthetics/server/queries/test_helpers.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/synthetics/server/queries/get_journey_steps.test.ts,elastic/obs-ux-management-team
AsCurrentUser,msearch,msearch,x-pack/solutions/observability/plugins/synthetics/server/lib.ts,elastic/obs-ux-management-team
AsCurrentUser,msearch,msearch,x-pack/solutions/observability/plugins/synthetics/server/lib.test.ts,elastic/obs-ux-management-team
AsCurrentUser,msearch,msearch,x-pack/solutions/observability/plugins/synthetics/server/routes/overview_status/overview_status_service.test.ts,elastic/obs-ux-management-team
AsCurrentUser,count,count,x-pack/solutions/observability/plugins/synthetics/server/lib.ts,elastic/obs-ux-management-team
AsCurrentUser,count,count,x-pack/solutions/observability/plugins/synthetics/server/lib.test.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/platform/plugins/shared/task_manager/server/queries/oldest_idle_action_task.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/shared/task_manager/server/task_store.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/shared/task_manager/server/removed_tasks/mark_removed_tasks_as_unrecognized.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/shared/task_manager/server/integration_tests/removed_types.test.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/shared/task_manager/server/task_store.test.ts,elastic/response-ops
AsCurrentUser,msearch,msearch,x-pack/platform/plugins/shared/task_manager/server/task_store.ts,elastic/response-ops
AsCurrentUser,msearch,msearch,x-pack/platform/plugins/shared/task_manager/server/task_store.test.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/shared/timelines/server/search_strategy/index_fields/index.ts,elastic/security-threat-hunting-investigations
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/shared/timelines/server/search_strategy/index_fields/index.ts,elastic/security-threat-hunting-investigations
AsCurrentUser,search,search,x-pack/platform/plugins/private/transform/server/lib/alerting/transform_health_rule_type/transform_health_service.ts,elastic/ml-ui,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/private/transform/server/usage/collector.ts,elastic/ml-ui,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/private/transform/server/routes/api/audit_messages/route_handler.ts,elastic/ml-ui,elastic/kibana-management
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/private/transform/server/routes/api/transforms_preview/route_handler.ts,elastic/ml-ui,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/shared/triggers_actions_ui/server/data/lib/time_series_query.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/shared/triggers_actions_ui/server/data/routes/indices.ts,elastic/response-ops
AsCurrentUser,search,search,x-pack/platform/plugins/shared/triggers_actions_ui/server/data/lib/time_series_query.test.ts,elastic/response-ops
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/shared/triggers_actions_ui/server/data/routes/fields.ts,elastic/response-ops
AsCurrentUser,search,search,src/platform/plugins/shared/unified_search/server/autocomplete/terms_agg.ts,elastic/kibana-presentation
AsCurrentUser,search,search,src/platform/plugins/shared/unified_search/server/autocomplete/terms_agg.test.ts,elastic/kibana-presentation
AsCurrentUser,search,search,x-pack/platform/plugins/private/upgrade_assistant/server/lib/es_deprecation_logging_apis.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/private/upgrade_assistant/server/lib/data_streams/data_stream_migration_service.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/private/upgrade_assistant/server/lib/es_deprecation_logging_apis.test.ts,elastic/kibana-management
AsCurrentUser,count,count,x-pack/platform/plugins/private/upgrade_assistant/server/routes/deprecation_logging.ts,elastic/kibana-management
AsCurrentUser,count,count,x-pack/platform/plugins/private/upgrade_assistant/server/routes/deprecation_logging.test.ts,elastic/kibana-management
AsCurrentUser,count,count,x-pack/platform/plugins/private/upgrade_assistant/server/lib/reindexing/reindex_service.test.ts,elastic/kibana-management
AsCurrentUser,Indices.resolveIndex,resolveIndex,x-pack/platform/plugins/private/upgrade_assistant/server/lib/es_indices_state_check.ts,elastic/kibana-management
AsCurrentUser,Indices.resolveIndex,resolveIndex,x-pack/platform/plugins/private/upgrade_assistant/server/lib/es_deprecations_status/index.test.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/uptime/server/legacy_uptime/lib/lib.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/uptime/server/legacy_uptime/lib/requests/get_monitor_details.test.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/solutions/observability/plugins/uptime/server/legacy_uptime/lib/lib.test.ts,elastic/obs-ux-management-team
AsCurrentUser,count,count,x-pack/solutions/observability/plugins/uptime/server/legacy_uptime/lib/lib.ts,elastic/obs-ux-management-team
AsCurrentUser,count,count,x-pack/solutions/observability/plugins/uptime/server/legacy_uptime/lib/lib.test.ts,elastic/obs-ux-management-team
AsCurrentUser,search,search,x-pack/platform/plugins/private/watcher/server/routes/api/indices/register_get_route.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/private/watcher/server/routes/api/watch/register_history_route.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/private/watcher/server/routes/api/watch/register_visualize_route.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/platform/plugins/private/watcher/server/routes/api/register_load_history_route.ts,elastic/kibana-management
AsCurrentUser,fieldCaps,fieldCaps,x-pack/platform/plugins/private/watcher/server/routes/api/register_list_fields_route.ts,elastic/kibana-management
AsCurrentUser,search,search,x-pack/solutions/chat/plugins/wci-index-source/server/integration/mcp_server.ts,elastic/search-kibana,elastic/workchat-eng
AsCurrentUser,search,search,x-pack/solutions/chat/plugins/wci-salesforce/server/integration/tools.ts,elastic/search-kibana,elastic/workchat-eng
